spelling,pronunciation,freq,syllables
regent,riGent,85,2
reggae,rEg8,49,2
regime,r8Zim,118,2
regime,reZim,118,2
regimen,rEGemen,40,3
regiment,rEGement,247,3
regimental,rEGemEntel,58,4
regina,r1G5ne,80,3
regina,r1Gine,80,3
region,riGen,256,2
regional,riGenel,159,3
regions,riGenz,75,2
register,rEG1st3r,561,3
registered,rEG1st3rd,517,3
registering,rEGest3r1N,48,4
registration,rEG1str8Sen,333,4
registry,rEGestri,65,3
regret,r1grEt,1384,2
regrets,r1grEts,301,2
regrettable,r1grEtebel,47,4
regretted,r1grEted,71,3
regroup,rigrup,72,2
regular,r8gjel3r,1727,3
regular,rEgjel3r,1727,3
regularly,rEgjel3rli,172,4
regulars,rEgjel3rz,61,3
regulation,rEgjel8Sen,126,4
regulations,rEgjel8Senz,325,4
regulator,rEgjel8t3r,41,4
regurgitate,r1g3rGet8t,12,4
rehab,rih@b,331,2
rehabilitation,riheb1let8Sen,82,6
rehearsal,r1h3rsel,635,3
rehearsals,reh3rselz,142,3
rehearse,r1h3rs,230,2
rehearsed,reh3rst,68,2
rehearsing,r1h3rs1N,181,3
reich,r5k,129,1
reign,r8n,159,1
rein,r8n,39,1
reincarnation,rienkarn8Sen,66,5
reindeer,r8nd1r,172,2
reinforce,ri1nfcrs,48,3
reinforced,ri1nfcrst,57,3
reinforcement,ri1nfcrsment,44,4
reinforcements,ri1nfcrsments,161,4
reins,r8nz,74,1
reinstate,ri1nst8t,49,3
reinstated,ri1nst8ted,58,4
reject,r1GEkt,216,2
reject,riGEkt,216,2
rejected,r1GEkt1d,337,3
rejecting,r1GEkt1N,64,3
rejection,r1GEkSen,168,3
rejects,r1GEkts,79,2
rejects,riGEkts,79,2
rejoice,r1G2s,86,2
rejoicing,r1G2s1N,45,3
rejoin,riG2n,64,2
relapse,r1l@ps,47,2
relate,r1l8t,242,2
relate,ril8t,242,2
related,r1l8t1d,643,3
related,ril8t1d,643,3
related,ril8ted,643,3
relating,r1l8t1N,58,3
relation,r1l8Sen,210,3
relations,ril8Senz,487,3
relationship,ril8SenS1p,3452,4
relationships,ril8SenS1ps,609,4
relative,rElet1v,397,3
relatively,rEletevli,166,4
relatives,rElet1vz,513,3
relax,r1l@ks,4936,2
relaxation,ril@ks8Sen,80,4
relaxed,r1l@kst,356,2
relaxing,r1l@ks1N,184,3
relay,ril8,152,2
relays,ril8z,45,2
release,r1lis,1851,2
released,r1list,882,2
releases,r1lisez,89,3
releasing,r1lis1N,146,3
relegate,rEl1g8t,2,3
relentless,r1lEntles,79,3
relevance,rElevens,82,3
relevant,rElevent,286,3
reliable,r1l5ebel,301,4
relic,rEl1k,68,2
relics,rEl1ks,49,2
relied,r1l5d,48,2
relief,r1lif,744,2
relieve,r1liv,284,2
relieved,r1livd,524,2
relieving,r1liv1N,60,3
religion,r1l1Gen,707,3
religions,r1l1Genz,47,3
religious,r1l1Ges,707,3
relinquish,r1l1Nkw1S,46,3
relish,rEl1S,96,2
relive,ril1v,86,2
reload,rilod,71,2
relocate,rilok8t,65,3
relocated,rilok8ted,41,4
reluctance,r1l^ktens,46,3
reluctant,r1l^ktent,128,3
rely,r1l5,366,2
relying,r1l51N,65,3
rem,rEm,78,1
remain,r1m8n,1694,2
remainder,r1m8nd3r,77,3
remained,r1m8nd,223,2
remaining,r1m8n1N,344,3
remains,r1m8nz,890,2
remains,rem8nz,890,2
remake,rim8k,52,2
remanded,r1m@nded,40,3
remark,r1mark,224,2
remarkable,r1markebel,641,4
remarkably,r1markebli,101,4
remarks,r1marks,200,2
remarried,rimErid,90,3
remarry,rimEri,44,3
rematch,rim@C,73,2
rembrandt,rEmbr@nt,520,2
remedy,rEmedi,118,3
remember,r1mEmb3r,27666,3
remembered,r1mEmb3rd,1146,3
remembering,r1mEmb3r1N,295,4
remembering,r1mEmbr1N,295,3
remembers,r1mEmb3rz,393,3
remind,r1m5nd,1883,2
reminded,r1m5nded,423,3
reminder,r1m5nd3r,192,3
reminding,r1m5nd1N,154,3
reminds,r1m5ndz,937,2
reminisce,rEmen1s,37,3
remission,r1m1Sen,45,3
remorse,r1mcrs,154,2
remote,r1mot,713,2
remotely,r1motli,164,3
removal,r1muvel,105,3
remove,r1muv,1084,2
removed,r1muvd,737,2
remover,r1muv3r,33,3
removes,r1muvz,56,2
removing,r1muv1N,165,3
ren,rEn,162,1
renaissance,rEnesans,112,3
renal,rinel,81,2
rend,rEnd,16,1
render,rEnd3r,103,2
rendered,rEnd3rd,125,2
rendering,rEnd3r1N,54,3
rendezvous,rand8vu,312,3
renegade,rEneg8d,68,3
renew,r1nu,111,2
renewal,r1nuel,49,3
renewed,r1nud,78,2
reno,rino,258,2
renoir,rEnwar,51,2
renounce,renOns,86,2
renovate,rEnev8t,13,3
renovation,rEnev8Sen,43,4
renowned,renOnd,67,2
rent,rEnt,1762,1
rental,rEntel,246,2
rented,rEnt1d,466,2
rented,rEnted,466,2
renting,rEnt1N,162,2
rents,rEnts,65,1
reopen,riopen,81,3
reopened,riopend,45,3
rep,rEp,263,1
repaid,r1p8d,42,2
repair,r1pEr,450,2
repaired,r1pErd,140,2
repairing,r1pEr1N,42,3
repairman,r1pErm@n,54,3
repairman,ripErm@n,54,3
repairs,r1pErz,176,2
repairs,ripErz,176,2
repay,rip8,265,2
repeat,r1pit,1684,2
repeat,ripit,1684,2
repeated,r1pited,143,3
repeatedly,r1pitedli,116,4
repeating,r1pit1N,270,3
repeats,r1pits,79,2
repeats,ripits,79,2
repellent,r1pElent,40,3
repent,r1pEnt,123,2
repercussions,rip3rk^Senz,55,4
repertoire,rEp3rtwar,23,3
repetition,rEpet1Sen,35,4
rephrase,rifr8z,84,2
replace,r1pl8s,681,2
replaceable,r1pl8sebel,11,4
replaced,r1pl8st,421,2
replacement,r1pl8sment,317,3
replacements,r1pl8sments,94,3
replacing,r1pl8s1N,132,3
replay,ripl8,61,2
replica,rEpl1ke,56,3
replied,r1pl5d,59,2
reply,r1pl5,245,2
report,r1pcrt,5508,2
reported,r1pcrted,771,3
reporter,r1pcrt3r,1040,3
reporters,r1pcrt3rz,436,3
reporting,r1pcrt1N,589,3
reports,r1pcrts,1296,2
represent,rEpr1zEnt,773,3
represent,rEprezEnt,773,3
representation,rEprezEnt8Sen,127,5
representative,rEpr1zEntet1v,270,5
representative,rEprezEntet1v,270,5
representatives,rEprezEntet1vz,109,5
represented,rEpr1zEnt1d,213,4
represented,rEprezEnted,213,4
representing,rEpr1zEnt1N,233,4
represents,rEpr1zEnts,313,3
represents,rEprezEnts,313,3
repressed,r1prEst,94,2
repression,r1prESen,42,3
reprieve,r1priv,51,2
reproduce,ripredus,79,3
reproduction,ripred^kSen,75,4
reproductive,ripred^kt1v,54,4
reps,rEps,46,1
reptile,rEpt5l,72,2
reptiles,rEpt5lz,43,2
republic,rep^bl1k,286,3
republican,rep^bl1ken,206,4
republicans,rep^bl1kenz,61,4
repulsed,r1p^lst,41,2
repulsive,r1p^lsev,103,3
reputable,rEpjetebel,43,4
reputation,rEpjet8Sen,983,4
request,r1kwEst,1304,2
requested,r1kwEsted,440,3
requesting,r1kwEst1N,222,3
requests,r1kwEsts,273,2
requiem,rEkwiem,19,3
require,r1kw5r,542,2
required,r1kw5rd,547,2
requirement,r1kw5rment,73,3
requirements,r1kw5rments,94,3
requires,r1kw5rz,489,2
requiring,r1kw5r1N,55,3
requisition,rEkwez1Sen,57,4
reroute,rirut,43,2
rerun,rir^n,47,2
reruns,rir^nz,43,2
reschedule,riskEGuel,180,4
reschedule,riskEGul,180,3
rescue,rEskju,1296,2
rescued,rEskjud,276,2
rescuing,rEskju1N,111,3
research,r1s3rC,1688,2
research,ris3rC,1688,2
researched,r1s3rCt,41,2
researched,ris3rCt,41,2
researchers,r1s3rC3rz,57,3
researchers,ris3rC3rz,57,3
researching,r1s3rC1N,74,3
researching,ris3rC1N,74,3
resemblance,r1zEmblens,180,3
resemble,r1zEmbel,87,3
resembles,r1zEmbelz,60,3
resent,r1zEnt,293,2
resent,risEnt,293,2
resented,r1zEnted,53,3
resentment,r1zEntment,76,3
reservation,rEz3rv8Sen,526,4
reservations,rEz3rv8Senz,327,4
reserve,r1z3rv,366,2
reserved,r1z3rvd,258,2
reserves,r1z3rvz,84,2
reservoir,rEz3rvwar,95,3
reset,risEt,164,2
reside,r1z5d,56,2
residence,rEz1dens,421,3
residency,rEzedensi,99,4
resident,rEz1dent,374,3
residential,rEzedEnSel,91,4
residents,rEz1dents,265,3
residual,rez1Guel,64,4
residue,rEzedu,140,3
resign,r1z5n,257,2
resignation,rEz1gn8Sen,191,4
resignation,rEzegn8Sen,191,4
resigned,r1z5nd,142,2
resigning,r1z5n1N,42,3
resist,r1z1st,657,2
resistance,r1z1stens,431,3
resistant,r1z1stent,46,3
resisted,r1z1sted,86,3
resisting,r1z1st1N,152,3
resolution,rEzeluSen,150,4
resolve,r1zalv,247,2
resolved,r1zalvd,175,2
resort,r1zcrt,352,2
resource,r1scrs,83,2
resource,rizcrs,83,2
resourceful,r1scrsfel,74,3
resources,riscrsez,470,3
resources,rizcrsez,470,3
respect,r1spEkt,3644,2
respect,r1spEkt,3644,2
respectable,r1spEktebel,288,4
respected,r1spEkt1d,336,3
respectful,r1spEktfel,97,3
respectfully,r1spEktfeli,98,4
respecting,r1spEkt1N,54,3
respective,r1spEkt1v,41,3
respects,r1spEkts,340,2
respiration,rEsp3r8Sen,63,4
respiratory,rEsp3retcri,142,5
respond,r1spand,719,2
responded,r1spanded,138,3
responding,r1spand1N,248,3
responds,r1spandz,64,2
response,r1spans,821,2
responses,r1spansez,80,3
responsibilities,r1spanseb1letiz,338,6
responsibility,r1spanseb1leti,1806,6
responsible,r1spansebel,2298,4
responsive,r1spans1v,40,3
rest,rEst,10861,1
restart,ristart,30,2
restaurant,rEst3rant,2373,3
restaurants,rEst3rants,349,3
rested,rEsted,113,2
resting,rEst1N,357,2
restless,rEstles,247,2
restoration,rEst3r8Sen,48,4
restore,r1stcr,253,2
restored,r1stcrd,214,2
restoring,r1stcr1N,50,3
restrain,r1str8n,78,2
restrained,r1str8nd,56,2
restraining,r1str8n1N,171,3
restraint,r1str8nt,131,2
restraints,r1str8nts,77,2
restricted,r1str1kted,209,3
restrictions,r1str1kSenz,73,3
restroom,rEstrum,125,2
rests,rEsts,140,1
result,r1z^lt,1008,2
resulted,r1z^lted,60,3
resulting,r1z^lt1N,80,3
results,r1z^lts,1158,2
resume,r1zum,290,2
resume,rEzem8,290,3
resumes,r1zumz,57,2
resumes,rEzem8z,57,3
resurrected,rEz3rEkted,50,4
resurrection,rEz3rEkSen,172,4
resuscitate,r1s^s1t8t,44,4
retail,rit8l,118,2
retain,r1t8n,121,2
retained,r1t8nd,61,2
retainer,r1t8n3r,108,3
retaliate,r1t@li8t,64,4
retaliation,r1t@li8Sen,48,5
retard,r1tard,201,2
retarded,r1tarded,318,3
retards,r1tardz,48,2
retch,rEC,15,1
rethink,riT1Nk,90,2
retie,rit5,1,2
retire,r1t5r,499,2
retire,rit5r,499,2
retired,r1t5rd,615,2
retiree,r1t5ri,3,3
retirement,r1t5rment,431,3
retiring,r1t5r1N,120,3
retract,r1tr@kt,74,2
retraction,r1tr@kSen,51,3
retractor,r1tr@kt3r,48,3
retreat,r1trit,484,2
retreated,r1trited,51,3
retreating,r1trit1N,48,3
retribution,rEtrebjuSen,85,4
retrieval,r1trivel,57,3
retrieve,r1triv,210,2
retrieved,r1trivd,42,2
retro,rEtro,75,2
return,r1t3rn,4676,2
returned,r1t3rnd,1263,2
returning,r1t3rn1N,590,3
returns,r1t3rnz,447,2
reuben,ruben,60,2
reunion,riunjen,450,3
reunited,riun5ted,91,4
reusable,rijuzebel,1,4
reuse,rijuz,6,2
rev,rEv,207,1
reveal,revil,476,2
revealed,r1vild,298,2
revealing,r1vil1N,135,3
reveals,r1vilz,99,2
revel,rEvel,41,2
revelation,rEvel8Sen,140,4
revelations,rEvel8Senz,53,4
revenge,r1vEnG,971,2
revenue,rEvenju,122,3
reverberate,r1v3rb3r8t,2,4
revere,r1v1r,57,2
revered,r1v1rd,41,2
reverence,rEv3rens,68,3
reverend,rEv3rend,963,3
reverend,rEvrend,963,2
reversal,r1v3rsel,57,3
reverse,r1v3rs,560,2
reversed,r1v3rst,137,2
revert,r1v3rt,35,2
review,r1vju,755,2
reviewed,r1vjud,133,2
reviewing,r1vju1N,103,3
reviews,r1vjuz,151,2
revise,r1v5z,44,2
revised,r1v5zd,63,2
revisit,riv1zet,43,3
revival,r1v5vel,60,3
revive,r1v5v,94,2
revoir,r1vwar,179,2
revoked,r1vokt,63,2
revolt,r1volt,79,2
revolting,r1volt1N,98,3
revolution,rEveluSen,629,4
revolutionary,rEveluSenEri,224,6
revolver,r1valv3r,141,3
revolving,r1valv1N,51,3
revving,rEv1N,39,2
reward,r1wcrd,919,2
rewarded,r1wcrded,150,3
rewarding,r1wcrd1N,85,3
rewards,r1wcrdz,104,2
rewash,riwaS,1,2
rewind,riw5nd,89,2
rewrite,rir5t,140,2
rewriting,rir5t1N,41,3
rewritten,rir1ten,22,3
rewrote,rirot,41,2
rex,rEks,462,1
rhapsody,r@psedi,27,3
rhetoric,rEt3r1k,21,3
rhetorical,r1tcr1kel,49,4
rheum,rum,4,1
rheumatoid,rumet2d,7,3
rhino,r5no,106,2
rhinoceros,r5nas3res,38,4
rhodes,rodz,172,1
rhubarb,rubarb,55,2
rhyme,r5m,225,1
rhymes,r5mz,151,1
rhyming,r5m1N,42,2
rhythm,r1Dm,556,1
rhythmic,r1Dm1k,52,2
rhythms,r1Dmz,47,1
rib,r1b,301,1
ribbon,r1ben,258,2
ribbons,r1benz,149,2
ribs,r1bz,426,1
rice,r5s,769,1
rich,r1C,4100,1
richard,r1C3rd,3765,2
richardson,r1C3rdsen,176,3
richer,r1C3r,198,2
riches,r1Cez,170,2
richest,r1Cest,206,2
richmond,r1Cmend,218,2
richter,r1kt3r,64,2
rick,r1k,1336,1
ricochet,r1keS8,24,3
rid,r1d,3052,1
riddance,r1dens,88,2
ridden,r1den,109,2
riddle,r1del,231,2
riddled,r1deld,49,2
riddles,r1delz,93,2
ride,r5d,6904,1
rider,r5d3r,393,2
riders,r5d3rz,158,2
rides,r5dz,366,1
ridge,r1G,361,1
ridicule,r1d1kjul,100,3
ridiculous,r1d1kjeles,2836,4
ridiculously,r1d1kjelesli,46,5
riding,r5d1N,1632,2
ridley,r1dli,96,2
riff,r1f,57,1
riffraff,r1fr@f,52,2
rifle,r5fel,743,2
rifles,r5felz,261,2
rift,r1ft,55,1
rig,r1g,440,1
rigged,r1gd,194,1
rigging,r1g1N,55,2
right,r5t,204428,1
righteous,r5Ces,200,2
righteousness,r5Cesnes,89,3
rightful,r5tfel,119,2
rightfully,r5tfeli,85,3
rightly,r5tli,84,2
rights,r5ts,1510,1
righty,r5ti,170,2
rigid,r1Ged,95,2
rigor,r1g3r,44,2
rigorous,r1g3res,43,3
rile,r5l,17,1
riled,r5ld,74,1
riley,r5li,287,2
rim,r1m,125,1
rime,r5m,6,1
rin,r1n,56,1
rind,r5nd,14,1
ring,r1N,4730,1
ringer,r1N3r,85,2
ringing,r1N1N,899,2
rings,r1Nz,1524,1
ringside,r1Ns5d,47,2
rink,r1Nk,109,1
rinse,r1ns,120,1
rio,rio,349,2
riot,r5et,331,2
riots,r5ets,121,2
rip,r1p,1028,1
ripe,r5p,213,1
ripen,r5pen,14,2
ripped,r1pt,972,1
ripper,r1p3r,127,2
ripping,r1p1N,204,2
ripple,r1pel,77,2
ripples,r1pelz,45,2
rippling,r1pl1N,30,2
rips,r1ps,69,1
rise,r5z,1399,1
risen,r1zen,79,2
rises,r5z1z,205,2
rises,r5zez,205,2
rising,r5z1N,429,2
risk,r1sk,2501,1
risked,r1skt,195,1
risking,r1sk1N,206,2
risks,r1sks,332,1
risky,r1ski,393,2
risotto,r1zato,43,3
rita,rite,1063,2
rite,r5t,74,1
rites,r5ts,95,1
ritual,r1Cuel,456,3
rituals,r1Cuelz,133,3
ritz,r1ts,134,1
rival,r5vel,193,2
rivalry,r5velri,54,3
rivals,r5velz,62,2
river,r1v3r,2829,2
riverbank,r1v3rb@Nk,34,3
rivers,r1v3rz,271,2
riverside,r1v3rs5d,89,3
riviera,r1viEre,102,4
ro,ro,97,1
roach,roC,135,1
roaches,roCez,102,2
road,rod,5709,1
roadblock,rodblak,101,2
roadblocks,rodblaks,66,2
roadrunner,rodr^n3r,21,3
roads,rodz,462,1
roadside,rods5d,52,2
roadway,rodw8,11,2
roam,rom,173,1
roaming,rom1N,79,2
roar,rcr,205,1
roaring,rcr1N,156,2
roars,rcrz,84,1
roast,rost,499,1
roasted,rost1d,86,2
roasted,rosted,86,2
rob,rab,1188,1
robbed,rabd,782,1
robber,rab3r,239,2
robberies,rab3riz,155,3
robbers,rab3rz,231,2
robbery,rab3ri,1175,3
robbing,rab1N,331,2
robbins,rab1nz,128,2
robe,rob,433,1
robert,rab3rt,3222,2
roberts,rab3rts,544,2
robes,robz,117,1
robin,rab1n,1272,2
robinson,rab1nsen,385,3
robot,robat,621,2
robots,robats,230,2
robots,robets,230,2
robs,rabz,46,1
rochelle,reSEl,179,2
rochelle,roSEl,179,2
rock,rak,4394,1
rocked,rakt,144,1
rocker,rak3r,64,2
rocket,rak1t,604,2
rockets,rakets,207,2
rockies,rakiz,41,2
rocking,rak1N,223,2
rocks,raks,1167,1
rocky,raki,807,2
rod,rad,547,1
rode,rod,530,1
rodent,rodent,92,2
rodents,rodents,51,2
rodeo,rodio,283,3
rodney,radni,324,2
rodriguez,radrigEz,154,3
rods,radz,92,1
roe,ro,52,1
roebuck,rob^k,56,2
rog,rag,127,1
roger,raG3r,2540,2
rogers,raG3rz,385,2
rogue,rog,190,1
rogues,rogz,17,1
roland,rolend,277,2
role,rol,929,1
roles,rolz,148,1
roll,rol,3227,1
rolled,rold,432,1
roller,rol3r,293,2
rollercoaster,rol3rkost3r,159,4
rollers,rol3rz,82,2
rolling,rol1N,1099,2
rolls,rolz,448,1
roman,romen,534,2
romance,rom@ns,792,2
romances,rom@nsez,48,3
romanian,rom8nien,42,4
romano,romano,182,3
romans,romenz,152,2
romantic,rom@nt1k,1794,3
romantically,rom@nt1keli,54,5
rome,rom,968,1
romeo,romio,504,3
romero,romEro,93,3
romp,ramp,27,1
romulus,ramjeles,52,3
ronald,raneld,215,2
roo,ru,85,1
roof,ruf,1818,1
roofs,rufs,62,1
rooftop,ruftap,81,2
rooftops,ruftaps,45,2
rook,rUk,71,1
rookie,rUki,252,2
rookies,rUkiz,60,2
rooks,rUks,41,1
room,rum,22415,1
roomie,rumi,44,2
roommate,rum8t,581,2
roommates,rum8ts,181,2
rooms,rumz,1326,1
roomy,rumi,20,2
roosevelt,rozevElt,251,3
roosevelt,ruzevElt,251,3
roost,rust,45,1
rooster,rust3r,197,2
root,rut,534,1
rooted,ruted,51,2
rooting,rut1N,106,2
roots,ruts,325,1
rope,rop,1158,1
roped,ropt,48,1
roper,rop3r,93,2
ropes,rops,303,1
rory,rcri,2809,2
rosa,roze,258,2
rosary,roz3ri,61,3
roscoe,rasko,94,2
rose,roz,2704,1
rosebud,rozb^d,72,2
rosebush,rozbUS,5,2
rosemary,rozmEri,252,3
roses,roz1z,723,2
ross,ras,1486,1
ross,rcs,1486,1
roster,rast3r,110,2
rosy,rozi,169,2
rot,rat,394,1
rotate,rot8t,98,2
rotating,rot8t1N,57,3
rotation,rot8Sen,149,3
rotisserie,ret1s3ri,9,4
rots,rats,44,1
rotten,raten,891,2
rotting,rat1N,166,2
rouge,ruZ,165,1
rough,r^f,1907,1
roughly,r^fli,160,2
roulette,rulEt,126,2
round,rOnd,3393,1
rounded,rOnded,83,2
rounding,rOnd1N,90,2
roundness,rOndnes,2,2
rounds,rOndz,555,1
roundup,rOnd^p,58,2
rouse,rOz,47,1
rousseau,ruso,51,2
rout,rOt,18,1
route,rOt,1089,1
route,rut,1089,1
routes,ruts,107,1
routine,rutin,1012,2
routines,rutinz,57,2
rove,rov,58,1
rover,rov3r,170,2
row,rO,1343,1
rowan,roen,86,2
rowboat,robot,54,2
rowdy,rOdi,52,2
rowing,ro1N,65,2
rows,roz,92,1
roxy,raksi,129,2
royal,r2el,1185,2
royalty,r2elti,200,3
rub,r^b,788,1
rubbed,r^bd,138,1
rubber,r^b3r,714,2
rubbers,r^b3rz,67,2
rubbery,r^b3ri,9,3
rubbing,r^b1N,241,2
rubbish,r^b1S,285,2
rubble,r^bel,89,2
rube,rub,214,1
rubies,rubiz,54,2
rubric,rubr1k,2,2
rubs,r^bz,67,1
ruby,rubi,607,2
ruckus,r^kes,75,2
rudder,r^d3r,198,2
rude,rud,1125,1
rudeness,rudnes,43,2
rue,ru,90,1
ruff,r^f,27,1
ruffle,r^fel,29,2
rufus,rufes,186,2
rug,r^g,531,1
rugby,r^gbi,44,2
rugged,r^ged,102,2
rugs,r^gz,63,1
ruin,ru1n,1455,2
ruined,ru1nd,1302,2
ruined,ruend,1302,2
ruining,ru1n1N,378,3
ruins,ru1nz,225,2
ruins,ruenz,225,2
rule,rul,2455,1
ruled,ruld,281,1
ruler,rul3r,162,2
rules,rulz,3438,1
ruling,rul1N,209,2
rum,r^m,382,1
rumba,r^mbe,61,2
rumble,r^mbel,139,2
rumbling,r^mbl1N,129,2
rummy,r^mi,74,2
rumor,rum3r,531,2
rumored,rum3rd,59,2
rumors,rum3rz,468,2
rumour,rum3r,149,2
rumours,rum3rz,134,2
rump,r^mp,72,1
run,r^n,17878,1
runaway,r^new8,207,3
runaways,r^new8z,41,3
rundown,r^ndOn,74,2
rune,run,50,1
rung,r^N,71,1
runner,r^n3r,253,2
runners,r^n3rz,106,2
running,r^n1N,8054,2
runny,r^ni,65,2
runs,r^nz,1637,1
runt,r^nt,125,1
runway,r^nw8,279,2
rupture,r^pC3r,66,2
ruptured,r^pC3rd,95,2
rural,rUrel,59,2
ruse,ruz,85,1
rush,r^S,1602,1
rushed,r^St,268,1
rushes,r^Sez,63,2
rushing,r^S1N,307,2
russ,r^s,457,1
russell,r^sel,926,2
russia,r^Se,630,2
russian,r^Sen,1501,2
russians,r^Senz,510,2
rust,r^st,127,1
rusted,r^st1d,36,2
rusted,r^sted,36,2
rustic,r^st1k,40,2
rustle,r^sel,58,2
rustling,r^sl1N,102,2
rusty,r^sti,657,2
rut,r^t,78,1
rutabaga,ruteb8ge,18,4
ruth,ruT,1054,1
ruthless,ruTles,211,2
ryder,r5d3r,67,2
rye,r5,212,1
sabbath,s@beT,86,2
sabbatical,seb@t1kel,48,4
saber,s8b3r,41,2
sable,s8bel,42,2
sabotage,s@betaZ,197,3
sabotaged,s@betaZd,51,3
saboteur,s@bet3r,28,3
saboteurs,s@bet3rz,15,3
sac,s@k,66,1
sack,s@k,659,1
sacked,s@kt,63,1
sacks,s@ks,108,1
sacramento,s@kremEnto,73,4
sacred,s8kr1d,715,2
sacred,s8kred,715,2
sacrifice,s@kref5s,913,3
sacrificed,s@kref5st,224,3
sacrifices,s@kref5s1z,196,4
sacrificing,s@kr1f5s1N,75,4
sad,s@d,3232,1
sadder,s@d3r,54,2
saddest,s@dest,86,2
saddle,s@del,399,2
saddled,s@deld,63,2
sade,s8d,53,1
sadist,s8d1st,55,2
sadistic,sed1st1k,87,3
sadly,s@dli,240,2
sadness,s@dnes,244,2
safari,sefari,106,3
safe,s8f,7303,1
safeguard,s8fgard,48,2
safekeeping,s8fkip1N,46,3
safely,s8fli,566,2
safer,s8f3r,580,2
safest,s8fest,129,2
safety,s8fti,1649,2
sag,s@g,41,1
saga,sage,40,2
sage,s8G,89,1
sahara,sehEre,72,3
said,sEd,56531,1
saigon,s5gan,212,2
sail,s8l,701,1
sailboat,s8lbot,82,2
sailed,s8ld,186,1
sailing,s8l1N,480,2
sailor,s8l3r,632,2
sailors,s8l3rz,223,2
sails,s8lz,164,1
saint,s8nt,914,1
saints,s8nts,181,1
sake,s8k,3272,1
sake,saki,3272,2
sakes,s8ks,607,1
sal,s@l,400,1
salacious,sel8Ses,10,3
salad,s@led,868,2
salads,s@ledz,218,2
salamander,s@lem@nd3r,8,4
salami,selami,114,3
salaries,s@l3riz,52,3
salary,s@l3ri,548,3
sale,s8l,1295,1
salem,s8lem,62,2
sales,s8lz,648,1
salesman,s8lzmen,532,2
salesmen,s8lzmen,98,2
saline,s8lin,175,2
saliva,sel5ve,135,3
sally,s@li,1352,2
salmon,s@men,334,2
salon,selan,234,2
saloon,selun,262,2
salsa,salse,109,2
salt,sclt,995,1
saltine,scltin,10,2
salts,salts,73,1
salts,sclts,73,1
salty,sclti,127,2
salud,selud,58,2
salute,selut,370,2
salvador,s@lvedcr,103,3
salvage,s@lv1G,210,2
salvation,s@lv8Sen,256,3
salve,s@v,29,1
sam,s@m,6281,1
samaritan,semEreten,58,4
same,s8m,21276,1
sammy,s@mi,704,2
sample,s@mpel,744,2
samples,s@mpelz,442,2
samson,s@msen,371,2
samuel,s@mjul,344,2
samurai,s@mer5,160,3
san,s@n,2543,1
sancho,sanCo,48,2
sanctimonious,s@Nktemonies,42,5
sanction,s@NkSen,43,2
sanctioned,s@NkSend,57,2
sanctity,s@Nkteti,84,3
sanctuary,s@NkCuEri,220,4
sand,s@nd,1035,1
sandal,s@ndel,11,2
sandals,s@ndelz,88,2
sandbox,s@ndbaks,54,2
sanders,s@nd3rz,220,2
sandman,s@ndm@n,124,2
sandpaper,s@ndp8p3r,22,3
sandra,s@ndre,371,2
sands,s@ndz,108,1
sandstorm,s@ndstcrm,42,2
sandwich,s@ndw1C,1118,2
sandwiches,s@ndw1C1z,490,3
sandy,s@ndi,1186,2
sane,s8n,281,1
sang,s@N,419,1
sanguine,s@Ngw1n,7,2
sanguineous,s@Ngw1nies,1,4
sanitarium,s@netEriem,115,5
sanitary,s@netEri,44,4
sanitation,s@net8Sen,60,4
sanity,s@neti,139,3
sank,s@Nk,110,1
sanka,s@Nke,56,2
santa,s@nte,2381,2
santiago,s@ntiago,166,4
santos,s@ntos,197,2
sap,s@p,178,1
sapphire,s@f5r,61,2
sappy,s@pi,43,2
sarah,sEre,2200,2
saratoga,sEretoge,41,4
sarcasm,sark@zm,146,2
sarcastic,sark@st1k,133,3
sardine,sardin,46,2
sardines,sardinz,162,2
sarge,sarG,683,1
sash,s@S,58,1
sass,s@s,47,1
sassy,s@si,164,2
sat,s@t,1459,1
satan,s8ten,409,2
satanic,set@n1k,69,3
satchel,s@Cel,75,2
satellite,s@tel5t,798,3
satellites,s@tel5ts,163,3
satin,s@ten,133,2
satire,s@t5r,33,2
satisfaction,s@t1sf@kSen,355,4
satisfaction,s@tesf@kSen,355,4
satisfactory,s@t1sf@kt3ri,153,5
satisfied,s@t1sf5d,791,3
satisfied,s@tesf5d,791,3
satisfy,s@t1sf5,286,3
satisfy,s@tesf5,286,3
satisfying,s@t1sf51N,129,4
saturated,s@C3r8ted,43,4
saturday,s@t3rd8,2423,3
saturdays,s@t3rd8z,79,3
saturn,s@t3rn,77,2
sauce,scs,795,1
saucepan,scsp@n,8,2
saucer,sas3r,140,2
saucer,scs3r,140,2
saucers,sas3rz,58,2
saucers,scs3rz,58,2
saucy,sasi,62,2
saucy,scsi,62,2
saudi,sadi,41,2
saudi,sOdi,41,2
sauerkraut,sO3rkrOt,51,3
saul,sal,104,1
saul,scl,104,1
sauna,sane,69,2
sauna,scne,69,2
saunders,scnd3rz,411,2
sausage,sas1G,397,2
sausage,scs1G,397,2
sausages,sas1Gez,130,3
sausages,scs1Gez,130,3
savage,s@v1G,365,2
savages,s@v1Gez,199,3
savannah,sev@ne,77,3
save,s8v,8278,1
saved,s8vd,3558,1
saves,s8vz,263,1
saving,s8v1N,1536,2
savings,s8v1Nz,384,2
